STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
25,001,010100,1,992,+42.050480,-070.195111
25,001,010100,2,637,+42.061652,-070.167671
25,001,010100,3,642,+42.057362,-070.182888
25,001,010100,4,729,+42.053638,-070.188232
25,001,010100,5,664,+42.048507,-070.191448
25,001,010206,1,926,+41.894584,-069.991855
25,001,010206,2,1113,+41.940977,-070.039261
25,001,010206,3,1527,+41.927940,-070.012236
25,001,010208,1,892,+42.017302,-070.071774
25,001,010208,2,768,+42.038321,-070.092694
25,001,010208,3,794,+41.993101,-070.054165
25,001,010304,1,1153,+41.811560,-069.986083
25,001,010304,2,889,+41.837505,-069.990859
25,001,010304,3,630,+41.820503,-069.973012
25,001,010306,1,1115,+41.859175,-069.991016
25,001,010306,2,1125,+41.848301,-069.979916
25,001,010306,3,840,+41.868697,-069.988116
25,001,010400,1,825,+41.792125,-070.004148
25,001,010400,2,872,+41.786500,-069.996181
25,001,010400,3,669,+41.771478,-069.996937
25,001,010400,4,979,+41.745633,-069.984235
25,001,010500,1,1217,+41.794521,-069.966061
25,001,010500,2,877,+41.782573,-069.951866
25,001,010500,3,868,+41.773922,-069.975769
25,001,010600,1,632,+41.705160,-069.964378
25,001,010600,2,834,+41.703310,-069.997066
25,001,010600,3,1180,+41.695010,-069.969291
25,001,010600,4,488,+41.686160,-069.959592
25,001,010700,1,968,+41.689779,-069.997460
25,001,010700,2,1000,+41.675079,-069.971699
25,001,010700,3,896,+41.677237,-070.008655
25,001,010700,4,596,+41.683514,-070.025973
25,001,010800,1,944,+41.740870,-070.131089
25,001,010800,2,503,+41.764766,-070.086629
25,001,010800,3,805,+41.764114,-070.065997
25,001,010800,4,706,+41.753542,-070.093362
25,001,010800,5,1961,+41.733281,-070.102669
25,001,010900,1,1863,+41.759745,-070.034005
25,001,010900,2,1152,+41.737384,-070.024109
25,001,010900,3,1550,+41.744148,-070.061523
25,001,010900,4,834,+41.757668,-070.049664
25,001,011002,1,733,+41.684810,-070.085818
25,001,011002,2,969,+41.672098,-070.115845
25,001,011002,3,596,+41.664402,-070.101557
25,001,011002,4,2306,+41.700998,-070.103538
25,001,011100,1,986,+41.713709,-070.009808
25,001,011100,2,1202,+41.721540,-070.020523
25,001,011100,3,1705,+41.712630,-070.057511
25,001,011100,4,1182,+41.697247,-070.059617
25,001,011200,1,1292,+41.677153,-070.056356
25,001,011200,2,1193,+41.689849,-070.040010
25,001,011200,3,565,+41.677386,-070.074811
25,001,011200,4,711,+41.669877,-070.082465
25,001,011300,1,620,+41.734753,-070.210062
25,001,011300,2,1206,+41.725054,-070.188281
25,001,011300,3,743,+41.741888,-070.186267
25,001,011400,1,784,+41.734128,-070.150847
25,001,011400,2,995,+41.734057,-070.166857
25,001,011400,3,439,+41.750258,-070.156221
25,001,011400,4,834,+41.717269,-070.150053
25,001,011500,1,712,+41.712870,-070.175050
25,001,011500,2,983,+41.707680,-070.164029
25,001,011500,3,680,+41.701781,-070.168595
25,001,011500,4,939,+41.696207,-070.150205
25,001,011500,5,818,+41.680061,-070.142572
25,001,011600,1,1630,+41.670332,-070.128786
25,001,011600,2,689,+41.661609,-070.134998
25,001,011600,3,684,+41.656534,-070.137719
25,001,011700,1,630,+41.672874,-070.162046
25,001,011700,2,520,+41.659720,-070.178287
25,001,011700,3,768,+41.662517,-070.157511
25,001,011801,1,1472,+41.715519,-070.211463
25,001,011801,2,971,+41.711125,-070.238272
25,001,011802,1,844,+41.710301,-070.202743
25,001,011802,2,919,+41.698582,-070.240239
25,001,011802,3,1520,+41.699292,-070.195638
25,001,011802,4,1177,+41.699346,-070.222223
25,001,012001,1,1630,+41.682928,-070.176074
25,001,012001,2,1590,+41.682257,-070.191401
25,001,012001,3,1336,+41.679383,-070.207948
25,001,012001,4,1422,+41.672142,-070.204817
25,001,012002,1,1224,+41.661899,-070.205101
25,001,012002,2,1287,+41.659418,-070.196586
25,001,012002,3,754,+41.647511,-070.213810
25,001,012101,1,1624,+41.677416,-070.227180
25,001,012101,2,1116,+41.669823,-070.260588
25,001,012101,3,970,+41.666320,-070.215763
25,001,012101,4,820,+41.656523,-070.224974
25,001,012101,5,1078,+41.659204,-070.237649
25,001,012102,1,799,+41.644376,-070.232983
25,001,012102,2,710,+41.643816,-070.246687
25,001,012102,3,605,+41.651949,-070.264734
25,001,012102,4,1155,+41.657699,-070.253460
25,001,012200,1,1406,+41.694336,-070.283241
25,001,012200,2,854,+41.700042,-070.316666
25,001,012200,3,2217,+41.708002,-070.379772
25,001,012200,4,578,+41.705757,-070.282413
25,001,012502,1,807,+41.637557,-070.299126
25,001,012502,2,947,+41.645124,-070.286644
25,001,012502,3,1040,+41.644354,-070.305257
25,001,012502,4,915,+41.643280,-070.292929
25,001,012601,1,2164,+41.666854,-070.314129
25,001,012601,2,1134,+41.659291,-070.324308
25,001,012602,1,1480,+41.654079,-070.310405
25,001,012602,2,1765,+41.659804,-070.291455
25,001,012602,3,1284,+41.655088,-070.297574
25,001,012602,4,1139,+41.656251,-070.304343
25,001,012700,1,1405,+41.648871,-070.357670
25,001,012700,2,1010,+41.653114,-070.337085
25,001,012700,3,834,+41.644461,-070.337321
25,001,012700,4,1393,+41.644582,-070.321027
25,001,012800,1,1011,+41.663166,-070.347353
25,001,012800,2,1186,+41.673902,-070.325274
25,001,012800,3,1923,+41.678184,-070.360361
25,001,012900,1,1165,+41.660695,-070.382836
25,001,012900,2,1501,+41.660417,-070.361772
25,001,012900,3,1707,+41.667602,-070.369223
25,001,013002,1,559,+41.626324,-070.398790
25,001,013002,2,451,+41.621773,-070.379761
25,001,013002,3,880,+41.634748,-070.376061
25,001,013002,4,1098,+41.647327,-070.386767
25,001,013100,1,1319,+41.669656,-070.420896
25,001,013100,2,2343,+41.668924,-070.395987
25,001,013100,3,694,+41.685622,-070.390265
25,001,013100,4,1613,+41.677041,-070.438513
25,001,013200,1,1264,+41.614792,-070.445846
25,001,013200,2,2693,+41.647870,-070.441557
25,001,013200,3,1180,+41.637817,-070.423259
25,001,013300,1,866,+41.763005,-070.514391
25,001,013300,2,1019,+41.755839,-070.503109
25,001,013300,3,1390,+41.760462,-070.491523
25,001,013400,1,764,+41.747762,-070.452118
25,001,013400,2,803,+41.742031,-070.479097
25,001,013400,3,1490,+41.727370,-070.427178
25,001,013400,4,836,+41.737946,-070.405854
25,001,013500,1,1721,+41.708218,-070.443594
25,001,013500,2,1322,+41.705746,-070.468976
25,001,013500,3,2826,+41.679721,-070.463265
25,001,013500,4,1015,+41.691888,-070.436295
25,001,013600,1,2628,+41.710791,-070.482260
25,001,013600,2,2461,+41.677666,-070.516830
25,001,013600,3,1114,+41.693173,-070.510239
25,001,013700,1,1576,+41.766304,-070.594184
25,001,013700,2,731,+41.756827,-070.612130
25,001,013700,3,986,+41.751993,-070.609906
25,001,013700,4,2142,+41.742575,-070.618926
25,001,013800,1,2609,+41.785976,-070.539837
25,001,013800,2,1486,+41.797779,-070.533599
25,001,013800,3,959,+41.770380,-070.538960
25,001,013900,1,596,+41.730266,-070.622048
25,001,013900,2,1279,+41.710130,-070.608967
25,001,013900,3,1807,+41.724743,-070.599642
25,001,013900,4,1208,+41.740230,-070.592340
25,001,014002,1,1057,+41.684071,-070.627792
25,001,014002,2,1855,+41.700812,-070.593083
25,001,014002,3,713,+41.687305,-070.609874
25,001,014002,4,659,+41.666204,-070.608705
25,001,014100,1,797,+41.664716,-070.577145
25,001,014300,1,891,+41.642578,-070.636068
25,001,014300,2,824,+41.650326,-070.614646
25,001,014300,3,693,+41.602961,-070.633469
25,001,014300,4,1133,+41.636246,-070.617652
25,001,014300,5,1052,+41.621021,-070.632064
25,001,014402,1,2253,+41.585983,-070.609337
25,001,014402,2,2322,+41.624500,-070.584715
25,001,014402,3,2626,+41.592461,-070.581595
25,001,014500,1,1645,+41.586104,-070.518127
25,001,014500,2,2500,+41.611712,-070.541287
25,001,014500,3,1336,+41.571478,-070.538914
25,001,014600,1,1120,+41.589482,-070.565680
25,001,014600,2,1299,+41.585876,-070.552231
25,001,014600,3,597,+41.565487,-070.548767
25,001,014600,4,1362,+41.565850,-070.560594
25,001,014700,1,667,+41.556215,-070.587962
25,001,014700,2,1237,+41.563539,-070.573246
25,001,014700,3,1742,+41.572383,-070.584811
25,001,014800,1,861,+41.549297,-070.608466
25,001,014800,2,882,+41.549541,-070.597254
25,001,014800,3,1128,+41.560359,-070.605036
25,001,014800,4,720,+41.559559,-070.614709
25,001,014900,1,586,+41.542221,-070.660752
25,001,014900,2,904,+41.536664,-070.645855
25,001,014900,3,819,+41.550009,-070.619930
25,001,014900,4,1318,+41.562414,-070.633510
25,001,015001,1,2266,+41.648971,-070.476244
25,001,015001,2,2183,+41.655184,-070.464660
25,001,015002,1,2835,+41.626407,-070.517036
25,001,015002,2,1312,+41.634228,-070.491490
25,001,015100,1,2053,+41.618370,-070.466593
25,001,015100,2,2140,+41.608507,-070.499019
25,001,015200,1,1156,+41.577834,-070.496863
25,001,015200,2,1111,+41.572162,-070.473304
25,001,015300,1,1113,+41.675528,-070.293843
25,001,015300,2,1350,+41.652287,-070.284054
25,001,015300,3,1494,+41.658432,-070.280717
25,001,990000,0,0,+41.798401,-070.214566
25,003,900100,1,982,+42.454568,-073.248688
25,003,900100,2,842,+42.456594,-073.253607
25,003,900100,3,1582,+42.449956,-073.253883
25,003,900200,1,660,+42.457346,-073.230755
25,003,900200,2,642,+42.456615,-073.236551
25,003,900200,3,892,+42.450689,-073.245139
25,003,900200,4,657,+42.455961,-073.242310
25,003,900200,5,790,+42.458741,-073.241187
25,003,900200,6,619,+42.459001,-073.246683
25,003,900300,1,1047,+42.462767,-073.233295
25,003,900300,2,792,+42.463734,-073.248387
25,003,900300,3,1009,+42.470696,-073.243018
25,003,900400,1,1237,+42.483863,-073.233778
25,003,900400,2,1117,+42.472642,-073.250320
25,003,900400,3,1193,+42.486113,-073.267027
25,003,900400,4,1195,+42.476389,-073.258636
25,003,900500,1,1143,+42.448864,-073.280602
25,003,900500,2,2123,+42.460181,-073.292662
25,003,900600,1,647,+42.463280,-073.265809
25,003,900600,2,664,+42.452525,-073.259087
25,003,900600,3,603,+42.458213,-073.256952
25,003,900600,4,1160,+42.454982,-073.263490
25,003,900600,5,1116,+42.447087,-073.263783
25,003,900700,1,601,+42.442699,-073.269485
25,003,900700,2,647,+42.441098,-073.282563
25,003,900700,3,720,+42.437280,-073.304085
25,003,900700,4,852,+42.429492,-073.304618
25,003,900800,1,1069,+42.425482,-073.209346
25,003,900800,2,730,+42.415950,-073.263913
25,003,900800,3,767,+42.417734,-073.235948
25,003,900800,4,1462,+42.438086,-073.229166
25,003,900800,5,753,+42.433626,-073.242222
25,003,900900,1,853,+42.434218,-073.266068
25,003,900900,2,1083,+42.441007,-073.258429
25,003,900900,3,962,+42.443893,-073.248555
25,003,900900,4,1644,+42.440770,-073.240670
25,003,900900,5,589,+42.439286,-073.251840
25,003,901100,1,664,+42.460097,-073.219647
25,003,901100,2,819,+42.462044,-073.224278
25,003,901100,3,2050,+42.475462,-073.206407
25,003,911100,1,1413,+42.528974,-073.231232
25,003,911100,2,866,+42.504051,-073.251169
25,003,911100,3,759,+42.510714,-073.228547
25,003,912100,1,1131,+42.478681,-073.153122
25,003,912100,2,853,+42.471136,-073.159658
25,003,912100,3,582,+42.475058,-073.167010
25,003,912100,4,819,+42.477233,-073.176316
25,003,912100,5,547,+42.455845,-073.186952
25,003,912100,6,1219,+42.449631,-073.173604
25,003,912100,7,1179,+42.487262,-073.150316
25,003,913100,1,600,+42.396629,-073.254687
25,003,913100,2,755,+42.386437,-073.284628
25,003,913100,3,869,+42.372665,-073.263190
25,003,913100,4,473,+42.357942,-073.289990
25,003,913100,5,1045,+42.356753,-073.276905
25,003,913100,6,600,+42.337095,-073.267570
25,003,913100,7,753,+42.344869,-073.254563
25,003,914100,1,1191,+42.313934,-073.263647
25,003,914100,2,924,+42.304673,-073.253516
25,003,914100,3,956,+42.308087,-073.245637
25,003,914100,4,1191,+42.317477,-073.231277
25,003,914100,5,1085,+42.285691,-073.262760
25,003,914100,6,441,+42.294855,-073.216255
25,003,920101,1,732,+42.719762,-073.218444
25,003,920101,2,1333,+42.730427,-073.191214
25,003,920101,3,1815,+42.715905,-073.202416
25,003,920101,4,621,+42.712873,-073.191271
25,003,920102,1,897,+42.673510,-073.238455
25,003,920102,2,2115,+42.703043,-073.197150
25,003,921300,1,1252,+42.700348,-073.089020
25,003,921300,2,2145,+42.693586,-073.096484
25,003,921300,3,1439,+42.692742,-073.106115
25,003,921400,1,698,+42.669730,-073.090337
25,003,921400,2,764,+42.688849,-073.115664
25,003,921500,1,915,+42.702018,-073.154911
25,003,921500,2,2020,+42.694897,-073.148300
25,003,922100,1,653,+42.623804,-073.126456
25,003,922100,2,717,+42.618226,-073.121817
25,003,922100,3,1259,+42.621599,-073.114435
25,003,922200,1,752,+42.626557,-073.099095
25,003,922200,2,995,+42.630738,-073.110027
25,003,922200,3,1768,+42.635815,-073.117938
25,003,922300,1,983,+42.612602,-073.131641
25,003,922300,2,1039,+42.607294,-073.118375
25,003,923100,1,894,+42.564093,-073.158749
25,003,923100,2,1108,+42.541993,-073.171274
25,003,923100,3,1256,+42.577116,-073.136703
25,003,924100,1,627,+42.323658,-073.318333
25,003,924100,2,842,+42.287121,-073.311458
25,003,924100,3,549,+42.280173,-073.339446
25,003,925101,1,647,+42.255287,-073.369273
25,003,925101,2,1027,+42.246029,-073.365093
25,003,925102,1,2158,+42.206959,-073.375064
25,003,925102,2,738,+42.199351,-073.365308
25,003,925102,3,613,+42.195881,-073.357183
25,003,925102,4,728,+42.189191,-073.366273
25,003,925102,5,1261,+42.196901,-073.330824
25,003,926100,1,1215,+42.122756,-073.357426
25,003,926100,2,508,+42.103483,-073.351286
25,003,926100,3,795,+42.080671,-073.370337
25,003,926100,4,809,+42.061809,-073.315207
25,003,931100,1,668,+42.718909,-073.108249
25,003,931100,2,989,+42.721684,-073.079264
25,003,931300,1,694,+42.683449,-073.028385
25,003,931300,2,645,+42.577778,-073.019060
25,003,931400,1,831,+42.508892,-073.042569
25,003,931400,2,814,+42.433734,-073.047097
25,003,932200,1,494,+42.363584,-073.109907
25,003,932200,2,1199,+42.266347,-073.091948
25,003,932200,3,732,+42.299263,-073.055818
25,003,932300,1,574,+42.438890,-073.124163
25,003,932300,2,1345,+42.438198,-073.107962
25,003,933200,1,427,+42.253642,-073.201622
25,003,933200,2,1095,+42.181826,-073.227697
25,003,933300,1,869,+42.087761,-073.270163
25,003,933300,2,659,+42.132738,-073.246651
25,003,933400,1,753,+42.207133,-073.114785
25,003,933400,2,881,+42.178504,-073.048076
25,003,933400,3,989,+42.114554,-073.124996
25,003,934200,1,559,+42.341093,-073.367570
25,003,934200,2,784,+42.303165,-073.388684
25,003,934300,1,486,+42.241234,-073.425286
25,003,934300,2,1532,+42.165250,-073.437071
25,003,935100,1,250,+42.604151,-073.242701
25,003,935100,2,757,+42.545826,-073.315135
25,003,935100,3,829,+42.402889,-073.344031
25,003,935100,4,578,+42.366700,-073.365945
25,003,935200,1,1452,+42.436106,-073.204782
25,003,935200,2,1051,+42.447587,-073.219825
25,003,935200,3,968,+42.445846,-073.234555
25,003,935200,4,654,+42.441543,-073.225096
25,003,935200,5,825,+42.452023,-073.201833
25,003,935300,1,981,+42.705729,-073.122091
25,003,935300,2,1008,+42.707087,-073.100258
25,003,935300,3,1739,+42.703490,-073.109188
25,005,600100,1,2306,+42.058619,-071.110446
25,005,600100,2,1724,+42.056085,-071.094868
25,005,600202,1,2914,+42.035501,-071.081057
25,005,600202,2,908,+42.020797,-071.072959
25,005,600202,3,992,+42.011199,-071.072594
25,005,600203,1,1855,+42.043790,-071.116431
25,005,600203,2,992,+42.056655,-071.144475
25,005,600203,3,1380,+42.029459,-071.145358
25,005,600203,4,2159,+42.039052,-071.135825
25,005,600204,1,1899,+42.011447,-071.109500
25,005,600204,2,2196,+42.013847,-071.144915
25,005,610100,1,1933,+42.033619,-071.224790
25,005,610100,2,2188,+42.030368,-071.214550
25,005,610100,3,1238,+42.026094,-071.220682
25,005,610202,1,1972,+42.007232,-071.267419
25,005,610202,2,1190,+42.013383,-071.250832
25,005,610202,3,1514,+41.990352,-071.254101
25,005,610202,4,984,+42.005218,-071.235121
25,005,610203,1,1032,+42.005268,-071.202261
25,005,610203,2,775,+42.017888,-071.217136
25,005,610203,3,2175,+42.016841,-071.205841
25,005,610203,4,1332,+42.020332,-071.168530
25,005,610203,5,1504,+42.015967,-071.185087
25,005,610204,1,1985,+42.046673,-071.177787
25,005,610204,2,2023,+42.031883,-071.173858
25,005,610204,3,2015,+42.039306,-071.199798
25,005,611101,1,3312,+41.992933,-071.157266
25,005,611101,2,1800,+41.978633,-071.143773
25,005,611102,1,2785,+41.969680,-071.182634
25,005,611102,2,2192,+41.953600,-071.180279
25,005,611201,1,832,+41.949678,-071.216705
25,005,611201,2,2157,+41.932845,-071.198023
25,005,611202,1,2822,+41.965893,-071.237600
25,005,611202,2,1721,+41.988661,-071.190652
25,005,611202,3,1581,+41.977455,-071.212244
25,005,612100,1,1215,+41.950458,-071.076267
25,005,612100,2,2375,+41.947321,-071.063070
25,005,612100,3,1126,+41.973418,-071.063156
25,005,612201,1,2568,+41.937888,-071.038479
25,005,612201,2,1318,+41.930350,-071.048954
25,005,612202,1,986,+41.892236,-071.004978
25,005,612202,2,2982,+41.919821,-071.015637
25,005,612202,3,2572,+41.901334,-071.037363
25,005,613100,1,1791,+41.928838,-071.095154
25,005,613100,2,1933,+41.924145,-071.109680
25,005,613100,3,1730,+41.946041,-071.105916
25,005,613100,4,1258,+41.958724,-071.097714
25,005,613300,1,1941,+41.919882,-071.143643
25,005,613300,2,1831,+41.928964,-071.134214
25,005,613300,3,2008,+41.912882,-071.168953
25,005,613300,4,1775,+41.908805,-071.116227
25,005,613400,1,2289,+41.887281,-071.154305
25,005,613400,2,1584,+41.892949,-071.120323
25,005,613600,1,1839,+41.915460,-071.095798
25,005,613600,2,770,+41.923322,-071.096272
25,005,613600,3,1569,+41.923003,-071.099956
25,005,613700,1,2453,+41.912784,-071.081242
25,005,613700,2,2113,+41.906048,-071.087564
25,005,613800,1,1284,+41.904396,-071.091003
25,005,613800,2,1277,+41.907190,-071.094922
25,005,613800,3,742,+41.905605,-071.103564
25,005,613800,4,1590,+41.897420,-071.095434
25,005,613901,1,1310,+41.901347,-071.107536
25,005,613901,2,1615,+41.893575,-071.111370
25,005,613902,1,2022,+41.879356,-071.113001
25,005,613902,2,2089,+41.885326,-071.101112
25,005,613902,3,1652,+41.868088,-071.111729
25,005,614000,1,2151,+41.892567,-071.088413
25,005,614000,2,1182,+41.896863,-071.103081
25,005,614000,3,1279,+41.891675,-071.096758
25,005,614101,1,1817,+41.884415,-071.082684
25,005,614101,2,2299,+41.878780,-071.068823
25,005,614101,3,1011,+41.900330,-071.063803
25,005,614101,4,1966,+41.890701,-071.062637
25,005,614102,1,2502,+41.881648,-071.029142
25,005,614102,2,2564,+41.864349,-071.033029
25,005,614102,3,2172,+41.866397,-070.997599
25,005,615100,1,1065,+41.862648,-071.130657
25,005,615100,2,1782,+41.835695,-071.177761
25,005,615100,3,1491,+41.842509,-071.129015
25,005,615100,4,956,+41.868577,-071.174005
25,005,615100,5,2807,+41.815289,-071.140284
25,005,616100,1,1966,+41.837092,-071.045332
25,005,616100,2,2904,+41.850948,-071.085432
25,005,616100,3,1894,+41.812473,-071.101401
25,005,617101,1,2391,+41.794286,-071.036751
25,005,617101,2,2519,+41.781875,-071.068060
25,005,617101,3,0,+41.767253,-071.075190
25,005,617102,1,1901,+41.751682,-070.983771
25,005,617102,2,2395,+41.770775,-070.939461
25,005,630101,1,993,+41.994803,-071.331609
25,005,630101,2,2263,+41.987003,-071.334880
25,005,630102,1,1027,+41.974587,-071.321004
25,005,630102,2,1001,+41.976640,-071.326892
25,005,630102,3,1379,+41.989091,-071.326893
25,005,630102,4,1259,+41.983296,-071.328174
25,005,630201,1,1047,+42.000063,-071.289637
25,005,630201,2,2001,+41.985474,-071.280850
25,005,630202,1,1141,+41.983001,-071.305973
25,005,630202,2,958,+41.988305,-071.322567
25,005,630202,3,869,+41.971614,-071.306400
25,005,630202,4,2368,+41.996578,-071.306908
25,005,630301,1,2412,+41.933968,-071.371504
25,005,630301,2,2237,+41.959585,-071.362919
25,005,630301,3,1643,+41.982141,-071.355046
25,005,630302,1,1368,+41.980467,-071.340166
25,005,630302,2,1498,+41.974881,-071.340213
25,005,630400,1,1571,+41.953327,-071.337187
25,005,630400,2,1837,+41.962595,-071.311976
25,005,630400,3,1962,+41.968769,-071.332680
25,005,631101,1,990,+41.916245,-071.354610
25,005,631101,2,664,+41.906973,-071.362254
25,005,631101,3,1492,+41.898671,-071.357759
25,005,631102,1,1276,+41.910985,-071.377410
25,005,631102,2,1157,+41.905511,-071.369948
25,005,631102,3,1880,+41.917737,-071.365691
25,005,631102,4,1086,+41.900973,-071.375954
25,005,631200,1,1432,+41.944878,-071.302647
25,005,631200,2,808,+41.946350,-071.317104
25,005,631200,3,1629,+41.931476,-071.310903
25,005,631200,4,1618,+41.919140,-071.342501
25,005,631200,5,2065,+41.912004,-071.321839
25,005,631300,1,1883,+41.968871,-071.278576
25,005,631300,2,1931,+41.961382,-071.294500
25,005,631300,3,1743,+41.949146,-071.287674
25,005,631400,1,1603,+41.943585,-071.278868
25,005,631400,2,1286,+41.944839,-071.285422
25,005,631500,1,1878,+41.937636,-071.293879
25,005,631500,2,1010,+41.928743,-071.299596
25,005,631600,1,1563,+41.940947,-071.278675
25,005,631600,2,958,+41.937104,-071.281088
25,005,631600,3,1523,+41.932994,-071.282574
25,005,631700,1,1248,+41.953341,-071.268636
25,005,631700,2,1605,+41.940719,-071.261683
25,005,631700,3,2085,+41.934504,-071.248917
25,005,631700,4,2034,+41.918888,-071.235026
25,005,631800,1,2786,+41.922807,-071.269582
25,005,631800,2,1354,+41.907979,-071.291469
25,005,631800,3,2500,+41.918513,-071.292919
25,005,631800,4,1374,+41.907841,-071.314783
25,005,632100,1,1367,+41.879614,-071.311311
25,005,632100,2,775,+41.882857,-071.335099
25,005,632100,3,977,+41.867011,-071.329934
25,005,632100,4,1754,+41.845392,-071.326940
25,005,632100,5,1207,+41.893758,-071.322902
25,005,632100,6,774,+41.893860,-071.331247
25,005,632200,1,1407,+41.825248,-071.337970
25,005,632200,2,2014,+41.823938,-071.314886
25,005,632200,3,2023,+41.802849,-071.309441
25,005,632200,4,1361,+41.788694,-071.318335
25,005,632200,5,1872,+41.807317,-071.325466
25,005,633100,1,2635,+41.858994,-071.265391
25,005,633100,2,1667,+41.896259,-071.219679
25,005,633100,3,1578,+41.892886,-071.271741
25,005,633200,1,1624,+41.822933,-071.270357
25,005,633200,2,1357,+41.789357,-071.258800
25,005,633200,3,2377,+41.823806,-071.214277
25,005,633200,4,1264,+41.815511,-071.244986
25,005,640100,1,1171,+41.684350,-071.160488
25,005,640100,2,882,+41.681064,-071.160016
25,005,640100,3,732,+41.678091,-071.160036
25,005,640100,4,1487,+41.672259,-071.162310
25,005,640100,5,1616,+41.661858,-071.145007
25,005,640201,1,1155,+41.687317,-071.163750
25,005,640201,2,1476,+41.687452,-071.167947
25,005,640202,1,736,+41.682712,-071.165930
25,005,640202,2,1156,+41.684087,-071.171408
25,005,640202,3,1952,+41.678269,-071.174103
25,005,640300,1,1700,+41.682019,-071.184352
25,005,640300,2,1060,+41.678530,-071.185559
25,005,640300,3,1290,+41.676363,-071.189107
25,005,640400,1,715,+41.687438,-071.175278
25,005,640400,2,935,+41.684146,-071.177286
25,005,640400,3,1239,+41.686194,-071.181871
25,005,640500,1,920,+41.690945,-071.159852
25,005,640500,2,723,+41.690750,-071.162608
25,005,640500,3,973,+41.690418,-071.167943
25,005,640500,4,1148,+41.692255,-071.176511
25,005,640500,5,1690,+41.693107,-071.170447
25,005,640600,1,1039,+41.689194,-071.150017
25,005,640600,2,1134,+41.685916,-071.152314
25,005,640600,3,1688,+41.690378,-071.155947
25,005,640600,4,1030,+41.687461,-071.156655
25,005,640700,1,1528,+41.681729,-071.151139
25,005,640700,2,754,+41.677704,-071.149999
25,005,640700,3,632,+41.674314,-071.151440
25,005,640800,1,1208,+41.692731,-071.153370
25,005,640800,2,1255,+41.686433,-071.145594
25,005,640800,3,1377,+41.673611,-071.144639
25,005,640901,1,541,+41.697645,-071.172428
25,005,640901,2,1631,+41.694882,-071.160943
25,005,640901,3,1328,+41.694334,-071.157312
25,005,640901,4,1318,+41.696875,-071.164991
25,005,640901,5,654,+41.697346,-071.169425
25,005,641000,1,781,+41.700817,-071.161160
25,005,641000,2,767,+41.698385,-071.162236
25,005,641000,3,859,+41.698995,-071.166051
25,005,641101,1,1222,+41.698421,-071.156140
25,005,641101,2,681,+41.697989,-071.154915
25,005,641200,1,1816,+41.702034,-071.143058
25,005,641200,2,1162,+41.700507,-071.147035
25,005,641300,1,824,+41.701864,-071.135727
25,005,641300,2,1356,+41.699028,-071.137393
25,005,641300,3,959,+41.693529,-071.135867
25,005,641300,4,1414,+41.696394,-071.137196
25,005,641300,5,991,+41.691381,-071.132612
25,005,641400,1,730,+41.691981,-071.138555
25,005,641400,2,940,+41.690535,-071.135875
25,005,641400,3,1661,+41.686524,-071.133014
25,005,641500,1,1311,+41.689279,-071.128555
25,005,641500,2,1152,+41.684928,-071.128087
25,005,641600,1,1090,+41.693281,-071.127394
25,005,641600,2,1246,+41.686882,-071.124152
25,005,641700,1,612,+41.704886,-071.123449
25,005,641700,2,1429,+41.698666,-071.131029
25,005,641700,3,1096,+41.707161,-071.129230
25,005,641700,4,2093,+41.706188,-071.142116
25,005,641800,1,506,+41.706102,-071.149967
25,005,641800,2,1566,+41.711962,-071.149059
25,005,641900,1,956,+41.711649,-071.152901
25,005,641900,2,1475,+41.704265,-071.151291
25,005,642000,1,610,+41.720440,-071.151181
25,005,642000,2,1111,+41.717041,-071.152209
25,005,642000,3,1763,+41.707517,-071.156718
25,005,642100,1,2673,+41.758102,-071.116982
25,005,642100,2,1678,+41.725748,-071.144657
25,005,642200,1,1040,+41.735352,-071.129875
25,005,642200,2,1008,+41.729333,-071.134991
25,005,642200,3,1048,+41.723481,-071.141058
25,005,642200,4,762,+41.718623,-071.145873
25,005,642300,1,1064,+41.723351,-071.134813
25,005,642300,2,1053,+41.716778,-071.139201
25,005,642400,1,1030,+41.715360,-071.135285
25,005,642400,2,836,+41.711467,-071.133707
25,005,642400,3,1012,+41.710489,-071.141085
25,005,642500,1,1743,+41.725060,-071.123988
25,005,642500,2,3001,+41.735524,-071.106180
25,005,644101,1,1764,+41.764956,-071.146431
25,005,644101,2,1541,+41.754022,-071.138665
25,005,644101,3,848,+41.745586,-071.146567
25,005,644101,4,1846,+41.755575,-071.148247
25,005,644102,1,2628,+41.775780,-071.147059
25,005,644102,2,2404,+41.777266,-071.127877
25,005,644200,1,1291,+41.741125,-071.152826
25,005,644200,2,1018,+41.732041,-071.157038
25,005,644200,3,2026,+41.728385,-071.181612
25,005,644200,4,1258,+41.723324,-071.170227
25,005,644200,5,813,+41.733203,-071.165826
25,005,644200,6,866,+41.740303,-071.175323
25,005,645101,1,891,+41.726770,-071.227850
25,005,645101,2,1560,+41.731490,-071.208626
25,005,645101,3,809,+41.718189,-071.201585
25,005,645101,4,1864,+41.722806,-071.208900
25,005,645102,1,1136,+41.745603,-071.168628
25,005,645102,2,1177,+41.742058,-071.196050
25,005,645102,3,1144,+41.765574,-071.165868
25,005,645102,4,2600,+41.777893,-071.190509
25,005,645103,1,2248,+41.767653,-071.259300
25,005,645103,2,2831,+41.744588,-071.237199
